nameFirst,nameLast,tname
Ted,Sullivan,St. Louis Browns
Mike,Matheny,St. Louis Browns
Tim,Hurst,St. Louis Cardinals
Bill,Watkins,St. Louis Cardinals
Doggie,Miller,St. Louis Cardinals
Hugh,Nicol,St. Louis Cardinals
Al,Buckenberger,St. Louis Cardinals
Chris,Von Der Ahe,St. Louis Cardinals
Lou,Phelan,St. Louis Cardinals
Harry,Diddlebock,St. Louis Cardinals
Louie,Heilbroner,St. Louis Cardinals
Stan,Robison,St. Louis Cardinals
John,McCloskey,St. Louis Cardinals
Miller,Huggins,St. Louis Cardinals
Bill,McKechnie,St. Louis Cardinals
Jack,Hendricks,St. Louis Cardinals
Branch,Rickey,St. Louis Cardinals
Frankie,Frisch,St. Louis Cardinals
Mike,Gonzalez,St. Louis Cardinals
Ray,Blades,St. Louis Cardinals
Gabby,Street,St. Louis Cardinals
Eddie,Dyer,St. Louis Cardinals
Billy,Southworth,St. Louis Cardinals
Marty,Marion,St. Louis Cardinals
Fred,Hutchinson,St. Louis Cardinals
Stan,Hack,St. Louis Cardinals
Eddie,Stanky,St. Louis Cardinals
Solly,Hemus,St. Louis Cardinals
Johnny,Keane,St. Louis Cardinals
Red,Schoendienst,St. Louis Cardinals
Vern,Rapp,St. Louis Cardinals
Jack,Krol,St. Louis Cardinals
Ken,Boyer,St. Louis Cardinals
Whitey,Herzog,St. Louis Cardinals
Joe,Torre,St. Louis Cardinals
Mike,Jorgensen,St. Louis Cardinals
Tony,LaRussa,St. Louis Cardinals
Mike,Matheny,St. Louis Cardinals
Gus,Schmelz,St. Louis Maroons
Ted,Sullivan,St. Louis Maroons
Bill,Watkins,St. Louis Perfectos
Doggie,Miller,St. Louis Perfectos
Hugh,Nicol,St. Louis Perfectos
Al,Buckenberger,St. Louis Perfectos
Louie,Heilbroner,St. Louis Perfectos
Chris,Von Der Ahe,St. Louis Perfectos
Lou,Phelan,St. Louis Perfectos
Harry,Diddlebock,St. Louis Perfectos
Tim,Hurst,St. Louis Perfectos
Stan,Robison,St. Louis Perfectos
John,McCloskey,St. Louis Perfectos
Miller,Huggins,St. Louis Perfectos
Bill,McKechnie,St. Louis Perfectos
Jack,Hendricks,St. Louis Perfectos
Branch,Rickey,St. Louis Perfectos
Mike,Gonzalez,St. Louis Perfectos
Ray,Blades,St. Louis Perfectos
Billy,Southworth,St. Louis Perfectos
Gabby,Street,St. Louis Perfectos
Frankie,Frisch,St. Louis Perfectos
Eddie,Dyer,St. Louis Perfectos
Marty,Marion,St. Louis Perfectos
Fred,Hutchinson,St. Louis Perfectos
Stan,Hack,St. Louis Perfectos
Eddie,Stanky,St. Louis Perfectos
Solly,Hemus,St. Louis Perfectos
Johnny,Keane,St. Louis Perfectos
Red,Schoendienst,St. Louis Perfectos
Vern,Rapp,St. Louis Perfectos
Jack,Krol,St. Louis Perfectos
Ken,Boyer,St. Louis Perfectos
Whitey,Herzog,St. Louis Perfectos
Joe,Torre,St. Louis Perfectos
Mike,Jorgensen,St. Louis Perfectos
Tony,LaRussa,St. Louis Perfectos
Mike,Matheny,St. Louis Perfectos
Andrew,Thompson,St. Paul White Caps
George,Frazer,Syracuse Stars
Wally,Fessenden,Syracuse Stars
Hal,McRae,Tampa Bay Devil Rays
Larry,Rothschild,Tampa Bay Devil Rays
Joe,Maddon,Tampa Bay Devil Rays
Lou,Piniella,Tampa Bay Devil Rays
Kevin,Cash,Tampa Bay Devil Rays
Hal,McRae,Tampa Bay Rays
Larry,Rothschild,Tampa Bay Rays
Lou,Piniella,Tampa Bay Rays
Joe,Maddon,Tampa Bay Rays
Kevin,Cash,Tampa Bay Rays
Ted,Williams,Texas Rangers
Pat,Corrales,Texas Rangers
Frank,Lucchesi,Texas Rangers
Eddie,Stanky,Texas Rangers
Whitey,Herzog,Texas Rangers
Connie,Ryan,Texas Rangers
Del,Wilber,Texas Rangers
Billy,Hunter,Texas Rangers
Billy,Martin,Texas Rangers
Bobby,Valentine,Texas Rangers
Don,Zimmer,Texas Rangers
Doug,Rader,Texas Rangers
Darrell,Johnson,Texas Rangers
Kevin,Kennedy,Texas Rangers
Toby,Harrah,Texas Rangers
Jerry,Narron,Texas Rangers
Johnny,Oates,Texas Rangers
Buck,Showalter,Texas Rangers
Ron,Washington,Texas Rangers
Tim,Bogar,Texas Rangers
Jeff,Banister,Texas Rangers
Charlie,Morton,Toledo Maumees
Roy,Hartsfield,Toronto Blue Jays
Jimy,Williams,Toronto Blue Jays
Bobby,Cox,Toronto Blue Jays
Bobby,Mattick,Toronto Blue Jays
Gene,Tenace,Toronto Blue Jays
Cito,Gaston,Toronto Blue Jays
Carlos,Tosca,Toronto Blue Jays
Buck,Martinez,Toronto Blue Jays
Tim,Johnson,Toronto Blue Jays
Jim,Fregosi,Toronto Blue Jays
Mel,Queen,Toronto Blue Jays
John,Gibbons,Toronto Blue Jays
John,Farrell,Toronto Blue Jays
Horace,Phillips,Troy Trojans
Nick,Young,Washington Blue Legs
Gus,Schmelz,Washington Nationals
Billy,Barnie,Washington Nationals
Arthur,Irwin,Washington Nationals
Walter,Hewett,Washington Nationals
Holly,Hollingshead,Washington Nationals
Ted,Sullivan,Washington Nationals
John,Bickerton,Washington Nationals
Manny,Acta,Washington Nationals
John,Gaffney,Washington Nationals
Frank,Robinson,Washington Nationals
Mike,Scanlon,Washington Nationals
Jim,Riggleman,Washington Nationals
Dusty,Baker,Washington Nationals
Matt,Williams,Washington Nationals
John,McLaren,Washington Nationals
Davey,Johnson,Washington Nationals
Nick,Young,Washington Olympics
Gus,Schmelz,Washington Senators
Billy,Barnie,Washington Senators
Arthur,Irwin,Washington Senators
Joe,Cantillon,Washington Senators
Tom,Loftus,Washington Senators
Clark,Griffith,Washington Senators
Jim,Manning,Washington Senators
Jimmy,McAleer,Washington Senators
Walter,Johnson,Washington Senators
George,McBride,Washington Senators
Bucky,Harris,Washington Senators
Joe,Kuhel,Washington Senators
Ossie,Bluege,Washington Senators
Cookie,Lavagetto,Washington Senators
Chuck,Dressen,Washington Senators
Mickey,Vernon,Washington Senators
Eddie,Yost,Washington Senators
Gil,Hodges,Washington Senators
Jim,Lemon,Washington Senators
Ted,Williams,Washington Senators
Manny,Acta,Washington Senators
Frank,Robinson,Washington Senators
Jim,Riggleman,Washington Senators
Dusty,Baker,Washington Senators
Matt,Williams,Washington Senators
John,McLaren,Washington Senators
Davey,Johnson,Washington Senators
Sam,Trott,Washington Statesmen
Joe,Simmons,Wilmington Quicksteps
Frank,Bancroft,Worcester Ruby Legs
Freeman,Brown,Worcester Ruby Legs
Jack,Chapman,Worcester Ruby Legs
