nameFirst,nameLast,tname
Mike,Hargrove,Seattle Mariners
Joe,Schultz,Seattle Pilots
George,McManus,St. Louis Brown Stockings
Mase,Graffen,St. Louis Brown Stockings
Bill,Killefer,St. Louis Browns
Al,Buckenberger,St. Louis Browns
Jimmy,Burke,St. Louis Browns
Dan,Howley,St. Louis Browns
Fielder,Jones,St. Louis Browns
Tim,Hurst,St. Louis Browns
Rogers,Hornsby,St. Louis Browns
Ski,Melillo,St. Louis Browns
Jimmy,McAleer,St. Louis Browns
Doggie,Miller,St. Louis Browns
Lou,Phelan,St. Louis Browns
Hugh,Nicol,St. Louis Browns
Branch,Rickey,St. Louis Browns
Ted,Sullivan,St. Louis Browns
Muddy,Ruel,St. Louis Browns
Luke,Sewell,St. Louis Browns
Allan,Sothoron,St. Louis Browns
Gabby,Street,St. Louis Browns
Jimmy,Williams,St. Louis Browns
Zack,Taylor,St. Louis Browns
Bill,Watkins,St. Louis Browns
Chris,Von Der Ahe,St. Louis Browns
Lee,Fohl,St. Louis Browns
Harry,Diddlebock,St. Louis Browns
Fred,Haney,St. Louis Browns
Ray,Blades,St. Louis Cardinals
Jack,Krol,St. Louis Cardinals
Whitey,Herzog,St. Louis Cardinals
Miller,Huggins,St. Louis Cardinals
Mike,Jorgensen,St. Louis Cardinals
Johnny,Keane,St. Louis Cardinals
Ken,Boyer,St. Louis Cardinals
Fred,Hutchinson,St. Louis Cardinals
Tony,LaRussa,St. Louis Cardinals
Bill,McKechnie,St. Louis Cardinals
Mike,Matheny,St. Louis Cardinals
Marty,Marion,St. Louis Cardinals
John,McCloskey,St. Louis Cardinals
Vern,Rapp,St. Louis Cardinals
Branch,Rickey,St. Louis Cardinals
Billy,Southworth,St. Louis Cardinals
Eddie,Stanky,St. Louis Cardinals
Stan,Robison,St. Louis Cardinals
Gabby,Street,St. Louis Cardinals
Red,Schoendienst,St. Louis Cardinals
Joe,Torre,St. Louis Cardinals
Eddie,Dyer,St. Louis Cardinals
Louie,Heilbroner,St. Louis Cardinals
Solly,Hemus,St. Louis Cardinals
Jack,Hendricks,St. Louis Cardinals
Frankie,Frisch,St. Louis Cardinals
Stan,Hack,St. Louis Cardinals
Mike,Gonzalez,St. Louis Cardinals
Ted,Sullivan,St. Louis Maroons
Gus,Schmelz,St. Louis Maroons
Andrew,Thompson,St. Paul White Caps
Wally,Fessenden,Syracuse Stars
George,Frazer,Syracuse Stars
Hal,McRae,Tampa Bay Devil Rays
Joe,Maddon,Tampa Bay Devil Rays
Lou,Piniella,Tampa Bay Devil Rays
Larry,Rothschild,Tampa Bay Devil Rays
Kevin,Cash,Tampa Bay Rays
Joe,Maddon,Tampa Bay Rays
Darrell,Johnson,Texas Rangers
Jeff,Banister,Texas Rangers
Whitey,Herzog,Texas Rangers
Tim,Bogar,Texas Rangers
Billy,Hunter,Texas Rangers
Kevin,Kennedy,Texas Rangers
Billy,Martin,Texas Rangers
Frank,Lucchesi,Texas Rangers
Jerry,Narron,Texas Rangers
Doug,Rader,Texas Rangers
Johnny,Oates,Texas Rangers
Connie,Ryan,Texas Rangers
Eddie,Stanky,Texas Rangers
Buck,Showalter,Texas Rangers
Ron,Washington,Texas Rangers
Ted,Williams,Texas Rangers
Bobby,Valentine,Texas Rangers
Del,Wilber,Texas Rangers
Don,Zimmer,Texas Rangers
Pat,Corrales,Texas Rangers
Toby,Harrah,Texas Rangers
Charlie,Morton,Toledo Maumees
Tim,Johnson,Toronto Blue Jays
Buck,Martinez,Toronto Blue Jays
Bobby,Mattick,Toronto Blue Jays
Mel,Queen,Toronto Blue Jays
Carlos,Tosca,Toronto Blue Jays
Jimy,Williams,Toronto Blue Jays
Gene,Tenace,Toronto Blue Jays
Bobby,Cox,Toronto Blue Jays
John,Farrell,Toronto Blue Jays
Cito,Gaston,Toronto Blue Jays
John,Gibbons,Toronto Blue Jays
Jim,Fregosi,Toronto Blue Jays
Roy,Hartsfield,Toronto Blue Jays
Horace,Phillips,Troy Trojans
Nick,Young,Washington Blue Legs
Davey,Johnson,Washington Nationals
Walter,Hewett,Washington Nationals
Holly,Hollingshead,Washington Nationals
Dusty,Baker,Washington Nationals
Manny,Acta,Washington Nationals
John,Bickerton,Washington Nationals
John,McLaren,Washington Nationals
Ted,Sullivan,Washington Nationals
Jim,Riggleman,Washington Nationals
Mike,Scanlon,Washington Nationals
Frank,Robinson,Washington Nationals
Matt,Williams,Washington Nationals
John,Gaffney,Washington Nationals
Nick,Young,Washington Olympics
Ossie,Bluege,Washington Senators
Billy,Barnie,Washington Senators
Joe,Kuhel,Washington Senators
Walter,Johnson,Washington Senators
Joe,Cantillon,Washington Senators
Gil,Hodges,Washington Senators
Arthur,Irwin,Washington Senators
Cookie,Lavagetto,Washington Senators
Jim,Lemon,Washington Senators
Jim,Manning,Washington Senators
Jimmy,McAleer,Washington Senators
George,McBride,Washington Senators
Tom,Loftus,Washington Senators
Gus,Schmelz,Washington Senators
Ted,Williams,Washington Senators
Mickey,Vernon,Washington Senators
Eddie,Yost,Washington Senators
Chuck,Dressen,Washington Senators
Bucky,Harris,Washington Senators
Clark,Griffith,Washington Senators
Sam,Trott,Washington Statesmen
Joe,Simmons,Wilmington Quicksteps
Frank,Bancroft,Worcester Ruby Legs
Freeman,Brown,Worcester Ruby Legs
Jack,Chapman,Worcester Ruby Legs
